comp,y
La6Zn2Hf2Ni6O24,213.4369766
La6Zn2Nb2Ni6O24,195.871405
La6Zn2Ta2Ni6O24,196.9289954
La6Zn2Ti2Ni6O24,201.5353244
La6Zn2Zr2Ni6O24,199.1615397
La5Zn3Co8O24,187.8482092
La5Zn3Fe8O24,178.4966014
La5Zn3Mn8O24,274.999306
La5Zn3Ni8O24,285.8284135
Pr7Zn1Co8O24,72.01757857
Pr7Zn1Fe8O24,73.08215448
Pr7Zn1Mn8O24,91.3951419
Pr7Zn1Ni8O24,171.5203513
Pr6Zn2Co8O24,124.9659491
Pr6Zn2Hf2Co6O24,131.6230682
Pr6Zn2Nb2Co6O24,186.6673039
Pr6Zn2Ta2Co6O24,158.1521477
Pr6Zn2Ti2Co6O24,135.7839421
Pr6Zn2Zr2Co6O24,142.1998684
Pr6Zn2Fe8O24,107.760833
Pr6Zn2Hf2Fe6O24,127.9991446
Pr6Zn2Nb2Fe6O24,201.930358
Pr6Zn2Ta2Fe6O24,232.4980389
Pr6Zn2Ti2Fe6O24,94.285224
Pr6Zn2Zr2Fe6O24,132.2066726
Pr6Zn2Mn8O24,118.2733315
Pr6Zn2Hf2Mn6O24,119.7041268
Pr6Zn2Mn6Nb2O24,173.5238625
Pr6Zn2Ta2Mn6O24,163.9471204
Pr6Zn2Ti2Mn6O24,132.8170513
Pr6Zn2Zr2Mn6O24,125.7506771
Pr6Zn2Ni8O24,220.6220409
Pr6Zn2Hf2Ni6O24,180.8197214
Pr6Zn2Nb2Ni6O24,180.5542071
Pr6Zn2Ta2Ni6O24,182.3133009
Pr6Zn2Ti2Ni6O24,195.6065953
Pr6Zn2Zr2Ni6O24,187.8105217
La1Pr4Zn3Co8O24,178.5757128
La1Pr4Zn3Fe8O24,160.0729294
La1Pr4Zn3Mn8O24,186.4635091
La1Pr4Zn3Ni8O24,0
Sr7Zn1Co8O24,141.8697643
Sr7Zn1Fe8O24,116.8693354
Sr7Zn1Mn8O24,133.3945085
Sr7Zn1Ni8O24,274.6885775
Sr6Zn2Co8O24,185.5217943
Sr6Zn2Hf2Co6O24,183.8899735
Sr6Zn2Nb2Co6O24,164.1913893
Sr6Zn2Ta2Co6O24,169.9753824
Sr6Zn2Ti2Co6O24,185.8122147
Sr6Zn2Zr2Co6O24,184.3442796
Sr6Zn2Fe8O24,170.4445335
Sr6Zn2Hf2Fe6O24,172.6160229
Sr6Zn2Nb2Fe6O24,155.6104223
Sr6Zn2Ta2Fe6O24,162.9393623
Sr6Zn2Ti2Fe6O24,163.5570142
Sr6Zn2Zr2Fe6O24,156.511079
Sr6Zn2Mn8O24,158.5928605
Sr6Zn2Hf2Mn6O24,142.9171841
Sr6Zn2Mn6Nb2O24,137.2309074
Sr6Zn2Ta2Mn6O24,137.6260333
Sr6Zn2Ti2Mn6O24,138.9774457
Sr6Zn2Zr2Mn6O24,129.9532122
Sr6Zn2Ni8O24,322.7658144
Sr6Zn2Hf2Ni6O24,314.825467
Sr6Zn2Nb2Ni6O24,281.3089073
Sr6Zn2Ta2Ni6O24,279.2829004
Sr6Zn2Ti2Ni6O24,300.3774262
Sr6Zn2Zr2Ni6O24,284.5075231
Sr4La1Zn3Co8O24,222.8588513
Sr4La1Zn3Fe8O24,202.7980631
Sr4La1Zn3Mn8O24,194.4143311
Sr4La1Zn3Ni8O24,339.9197155
Y7Zn1Co8O24,83.57702807
Y7Zn1Fe8O24,59.62703412
Y7Zn1Mn8O24,99.7591217
Y7Zn1Ni8O24,178.9677882
Y6Zn2Co8O24,132.3863843
Y6Zn2Hf2Co6O24,142.6404069
Y6Zn2Nb2Co6O24,156.9108079
Y6Zn2Ta2Co6O24,151.4590352
Y6Zn2Ti2Co6O24,122.5291225
Y6Zn2Zr2Co6O24,137.7620565
Y6Zn2Fe8O24,90.29353536
Y6Zn2Hf2Fe6O24,142.8387568
Y6Zn2Nb2Fe6O24,263.6126577
Y6Zn2Ta2Fe6O24,181.308135
Y6Zn2Ti2Fe6O24,75.96322234
Y6Zn2Zr2Fe6O24,79.97115636
Y6Zn2Mn8O24,106.7342007
Y6Zn2Hf2Mn6O24,129.1173196
Y6Zn2Mn6Nb2O24,159.9259456
Y6Zn2Ta2Mn6O24,152.4398174
Y6Zn2Ti2Mn6O24,106.8767407
Y6Zn2Zr2Mn6O24,121.5996568
Y6Zn2Ni8O24,216.4301297
Y6Zn2Hf2Ni6O24,186.7568101
Y6Zn2Nb2Ni6O24,176.4109611
Y6Zn2Ta2Ni6O24,167.3964384
Y6Zn2Ti2Ni6O24,173.9070257
Y6Zn2Zr2Ni6O24,189.1024597
La1Y4Zn3Co8O24,174.7973553
La1Y4Zn3Fe8O24,149.5246975
La1Y4Zn3Mn8O24,163.9031939
La1Y4Zn3Ni8O24,273.7118096
Ba8Hf4Fe4O24,52.66466795
Ba8Hf6Fe2O24,33.65273298
Ba8Hf7Fe1O24,21.04714049
Ba8Zr4Fe4O24,0
Ba8Zr7Fe1O24,0
Ca8Fe8O24,167.2089206
Ba7Ca1Fe8O24,75.84477324
Ba6Ca2Fe8O24,95.21125857
Ba4Ca4Fe8O24,137.9512292
Ba2Ca6Fe8O24,150.9199499
Ba7Ce1Fe8O24,67.12018568
Ba6Ce2Fe8O24,100.7790835
Dy8Fe8O24,397.488267
Ba7Dy1Fe8O24,74.51650405
Ba6Dy2Fe8O24,101.0634702
Ba4Dy4Fe8O24,216.5179025
Ba2Dy6Fe8O24,263.7093347
Gd8Fe8O24,291.7703655
Ba7Gd1Fe8O24,63.07904761
Ba6Gd2Fe8O24,77.77855731
Ba4Gd4Fe8O24,88.1513267
Ba2Gd6Fe8O24,59.7288461
Ho8Fe8O24,430.7553869
Ba7Ho1Fe8O24,78.43420653
Ba6Ho2Fe8O24,108.8148752
Ba4Ho4Fe8O24,234.5884624
Ba2Ho6Fe8O24,288.0480496
Ba7La1Fe8O24,51.31994817
Ba7La1Fe7Co1O24,69.56396806
Ba7La1Fe6Co2O24,78.83148794
Ba7La1Fe4Co4O24,110.4532777
Ba6La2Fe8O24,51.79385843
Ba6La2Fe7Co1O24,62.72812832
Ba6La2Fe4Co4O24,110.312688
Ba4La4Fe6Co2O24,115.2567187
Mg8Fe8O24,598.2183053
Ba7Mg1Fe8O24,131.2851963
Ba6Mg2Fe8O24,207.7261048
Ba4Mg4Fe8O24,371.5619216
Ba2Mg6Fe8O24,478.2814885
Nd8Fe8O24,210.626052
Ba7Nd1Fe8O24,55.75358353
Ba6Nd2Fe8O24,62.58487916
Ba4Nd4Fe8O24,120.6532204
Ba2Nd6Fe8O24,132.3251362
Ba7Pr1Fe8O24,50.44503017
Ba6Pr2Fe8O24,51.62202243
Sm8Fe8O24,273.5112015
Ba7Sm1Fe8O24,60.42790211
Ba6Sm2Fe8O24,72.57876631
Ba4Sm4Fe8O24,147.5937447
Ba2Sm6Fe8O24,173.5282231
Sr8Fe8O24,58.10938732
Ba7Sr1Fe8O24,58.73548784
Ba7Sr1Mn1Fe7O24,68.60328297
Ba7Sr1Mn2Fe6O24,77.31182811
Ba6Sr2Fe8O24,61.14843776
Ba4Sr4Fe8O24,67.38608762
Ba2Sr6Fe8O24,62.24173747
Ba8Al8O24,193.0228335
Ba8Al6Fe2O24,171.6245629
Ba8Cu8O24,235.2838526
Ba8Fe7Cu1O24,80.05399289
Ba8Fe6Cu2O24,107.6369479
Ba8Fe4Cu4O24,165.9248578
Ba8Fe2Cu6O24,199.7910178
Ba8Ga8O24,233.6053795
Ba8Ga6Fe2O24,204.4285229
Ba8Hf8O24,8.404798
Ba8Hf1Fe7O24,55.18969542
Ba8Hf2Fe6O24,55.77985293
Ba8Ir8O24,215.7339816
Ba8Fe7Ir1O24,19.18072723
Ba8Fe6Ir2O24,0
Ba8Fe4Ir4O24,0
Ba8Fe7Mo1O24,32.53457334
Ba8Fe6Mo2O24,10.52260877
Ba8Fe4Mo4O24,100.2051796
Ba8Nb1Fe7O24,54.34807506
Ba8Nb2Fe6O24,48.0963622
Ba8Os8O24,447.6237314
Ba8Fe7Os1O24,20.21757646
Ba8Fe6Os2O24,25.70586501
Ba8Fe4Os4O24,102.3176675
Ba8Pd8O24,48.51407427
Ba8Fe7Pd1O24,48.77641745
Ba8Fe6Pd2O24,36.033797
Ba8Fe4Pd4O24,3.112556091
Ba8Pt8O24,138.3824329
Ba8Fe7Pt1O24,38.1205793
Ba8Fe6Pt2O24,19.15687069
Ba8Fe4Pt4O24,0
Ba8Re8O24,694.6851304
Ba8Fe7Re1O24,28.01543634
Ba8Fe6Re2O24,31.12958478
Ba8Fe4Re4O24,197.3929659
Ba8Rh8O24,111.542199
Ba8Fe7Rh1O24,36.91741812
Ba8Fe6Rh2O24,19.00754832
Ba8Fe4Rh4O24,0
Ba8Ru8O24,67.75908281
Ba8Fe7Ru1O24,19.47198899
Ba8Fe6Ru2O24,0.113940068
Ba8Fe4Ru4O24,0
Ba8Ta1Fe7O24,54.77217906
Ba8Ta2Fe6O24,49.2243202
Ba8Ta4Fe4O24,29.9891025
Ba8Tc8O24,60.99805166
Ba8Fe7Tc1O24,0
Ba8Fe6Tc2O24,0
Ba8Fe4Tc4O24,0
Ba8Y8O24,99.6277745
Ba8Zn8O24,266.556545
Ba8Zn1Fe7O24,74.29681676
Ba8Zn2Fe6O24,94.52459561
Ba8Zn4Fe4O24,150.2681533
Ba8Zn6Fe2O24,192.8460991
Ba8Zr8O24,0
Ba8Zr1Fe7O24,46.33577517
Ba8Zr2Fe6O24,37.87426243
Ba8Zr3Fe5O24,26.94999969
Ba8Zr6Fe2O24,0
Ba8Fe8O24,56.34078791
Ba8Zr6Fe1Co1O24,16.65923136
Ba8Zr5Fe1Co2O24,57.59926399
Ba8Zr3Fe1Co4O24,83.54732924
Ba8Zr6Fe1Cu1O24,21.01041646
Ba8Zr5Fe1Cu2O24,64.30388419
Ba8Zr3Fe1Cu4O24,124.4252165
Ba8Hf1Zr6Fe1O24,0
Ba8Hf2Zr5Fe1O24,0
Ba8Hf4Zr3Fe1O24,0
Ba8Zr6Fe1Mo1O24,0
Ba8Zr5Fe1Mo2O24,43.67229508
Ba8Zr3Fe1Mo4O24,169.7956414
Ba8Zr6Nb1Fe1O24,0
Ba8Zr5Nb2Fe1O24,9.336406064
Ba8Zr3Nb4Fe1O24,98.45172094
Ba8Zr6Fe1Ni1O24,16.94812645
Ba8Zr5Fe1Ni2O24,54.25388053
Ba8Zr3Fe1Ni4O24,118.7000983
Ba8Zr6Ta1Fe1O24,0
Ba8Zr5Ta2Fe1O24,5.332994866
Ba8Zr3Ta4Fe1O24,119.5475293
Ba8Zr6Fe1W1O24,0
Ba8Zr6Zn1Fe1O24,19.36899033
Ba8Zr5Zn2Fe1O24,56.24400395
Ba8Zr3Zn4Fe1O24,131.8822812
Ba4Sr4Al8O24,168.2492002
Ba4Sr4Al6Fe2O24,175.6719412
Ba4Sr4Cu8O24,236.8604504
Ba4Sr4Fe7Cu1O24,92.39779357
Ba4Sr4Fe6Cu2O24,122.1929995
Ba4Sr4Fe4Cu4O24,184.8951614
Ba4Sr4Fe2Cu6O24,215.5368961
Ba4Sr4Ga8O24,245.004481
Ba4Sr4Ga6Fe2O24,216.9992604
Ba4Sr4Zn8O24,286.8300518
Ba4Sr4Zn1Fe7O24,91.06594514
Ba4Sr4Zn4Fe4O24,171.2962816
Ba4Sr4Zn6Fe2O24,227.7597274
Ba2La6Co8O24,81.06361625
Ba4La4Co8O24,142.4047265
Ca2La6Co8O24,54.40238914
Ca4La4Co8O24,65.80677228
La6Dy2Co8O24,69.34579348
La4Dy4Co8O24,72.32008097
La6Gd2Co8O24,0
La4Gd4Co8O24,0
La6Ho2Co8O24,0
La4Ho4Co8O24,72.69389091
La6Nd2Co8O24,47.35944875
La4Nd4Co8O24,49.9483915
La6Sm2Co8O24,54.68928675
La4Sm4Co8O24,63.9445675
Sr2La6Co8O24,45.69510063
Sr4La4Co8O24,52.22619527
La8Cr1Co7O24,57.30634356
La8Cr2Co6O24,87.69143112
La8Fe1Co7O24,60.3298265
La8Fe2Co6O24,60.058897
La8Mg1Co7O24,0
La8Mg2Co6O24,0
La8Mg4Co4O24,0
La8Mn1Co7O24,141.9101804
La8Mn2Co6O24,239.6811047
La8Co7Ni1O24,69.41664925
La8Co6Ni2O24,69.9252925
La8Co4Ni4O24,83.426579
La8Co8O24,43.942006
Ba2La6Cr8O24,86.73262622
Ba4La4Cr8O24,174.7676399
Ca2La6Cr8O24,25.08454447
Ca4La4Cr8O24,61.45022643
La4Dy4Cr8O24,8.61547525
La6Gd2Cr8O24,0
La4Gd4Cr8O24,0
La6Ho2Cr8O24,11.81672525
La4Ho4Cr8O24,10.251588
La6Nd2Cr8O24,1.75672975
La4Nd4Cr8O24,0
La6Sm2Cr8O24,3.76671775
La4Sm4Cr8O24,1.802823
Sr2La6Cr8O24,49.58206009
Sr4La4Cr8O24,90.39650768
La8Cr7Co1O24,14.47358756
La8Cr6Co2O24,24.65058599
La8Cr4Co4O24,32.45135624
La8Cr7Fe1O24,0
La8Cr6Fe2O24,0
La8Cr4Fe4O24,0
La8Mg1Cr7O24,0
La8Mg2Cr6O24,0
La8Mg4Cr4O24,0
La8Mn1Cr7O24,37.75758046
La8Mn2Cr6O24,70.98729843
La8Mn4Cr4O24,130.9852344
La8Cr7Ni1O24,10.26586405
La8Cr6Ni2O24,34.43261559
La8Cr4Ni4O24,29.20286868
La8Cr8O24,2.9621125
Ba2La6Fe8O24,3.300249477
Ba4La4Fe8O24,7.432928955
Ca1La7Fe8O24,3.342895071
Ca2La6Fe8O24,7.370970142
Ca4La4Fe8O24,6.822620284
La6Dy2Fe8O24,5.95868175
La4Dy4Fe8O24,0
La6Gd2Fe8O24,0
La4Gd4Fe8O24,0
La6Ho2Fe8O24,12.47908672
La4Ho4Fe8O24,4.258353437
La6Nd2Fe8O24,0
La4Nd4Fe8O24,0
La6Sm2Fe8O24,0
La4Sm4Fe8O24,0
Sr1La7Fe8O24,0
Sr2La6Fe8O24,0
Sr4La4Fe8O24,0
La8Fe7Co1O24,2.4689995
La8Fe6Co2O24,0.728429
La8Fe4Co4O24,25.272538
La8Cr1Fe7O24,0
La8Cr2Fe6O24,48.23376812
La8Mg1Fe7O24,0
La8Mg2Fe6O24,0
La8Mg4Fe4O24,0
La8Mn1Fe7O24,35.45563703
La8Mn2Fe6O24,111.6617041
La8Mn4Fe4O24,122.4438381
La8Fe7Ni1O24,0
La8Fe6Ni2O24,4.072966111
La8Fe4Ni4O24,11.42736222
La8Fe8O24,2.94882
Ba2La6Ga8O24,93.68650852
Ba4La4Ga8O24,149.3871875
Ca2La6Ga8O24,63.62774646
Ca4La4Ga8O24,117.2388774
La6Dy2Ga8O24,26.36410581
La4Dy4Ga8O24,32.95572039
La6Gd2Ga8O24,86.75960918
La4Gd4Ga8O24,89.78740969
La6Ho2Ga8O24,27.81009573
La4Ho4Ga8O24,34.42123323
La6Nd2Ga8O24,13.68873268
La4Nd4Ga8O24,16.43845667
La6Sm2Ga8O24,18.05490306
La4Sm4Ga8O24,22.77409176
Sr2La6Ga8O24,74.32338702
Sr4La4Ga8O24,114.9386682
La8Ga7Co1O24,10.97726338
La8Ga6Co2O24,13.71311562
La8Ga4Co4O24,19.47407009
La8Cr1Ga7O24,8.49860768
La8Cr2Ga6O24,9.701804216
La8Mn4Ga4O24,32.68763367
La8Ga7Fe1O24,3.70933725
La8Ga6Fe2O24,0.771013357
La8Ga4Fe4O24,0
La8Mg1Ga7O24,29.96776048
La8Mg2Ga6O24,49.5761427
La8Mg4Ga4O24,86.09969003
La8Mn1Ga7O24,66.00715428
La8Mn2Ga6O24,71.76714741
La8Ga7Ni1O24,26.06431573
La8Ga6Ni2O24,41.23217108
La8Ga4Ni4O24,67.10133253
La8Ga8O24,7.491911143
Ba2La6Mn8O24,237.8897419
Ca2La6Mn8O24,223.525616
Ca4La4Mn8O24,166.8928758
La6Dy2Mn8O24,255.3237106
La4Dy4Mn8O24,210.7595649
La6Gd2Mn8O24,0
La4Gd4Mn8O24,0
La6Ho2Mn8O24,258.3091848
La4Ho4Mn8O24,215.4215134
La6Nd2Mn8O24,238.1961095
La4Nd4Mn8O24,183.9941127
La6Sm2Mn8O24,243.2309284
La4Sm4Mn8O24,191.6112506
Sr2La6Mn8O24,214.8201188
Sr3La5Mn8O24,183.6042501
Sr4La4Mn8O24,158.6668814
La8Mn7Co1O24,326.3912555
La8Mn6Co2O24,376.0371549
La8Mn4Co4O24,428.0632035
La8Mn7Cr1O24,267.7003882
La8Mn6Cr2O24,246.2734203
La8Mn7Fe1O24,264.9737892
La8Mn6Fe2O24,240.6892222
La8Mg1Mn7O24,0
La8Mg2Mn6O24,0
La8Mg4Mn4O24,0
La8Mn7Ni1O24,252.3117372
La8Mn6Ni2O24,208.4168683
La8Mn4Ni4O24,126.1416303
La8Mn8O24,291.9511062
Ba2La6Ni8O24,156.1751166
Ba4La4Ni8O24,202.7018287
Ca2La6Ni8O24,165.212002
Ca4La4Ni8O24,207.9558495
La6Dy2Ni8O24,156.026911
La4Dy4Ni8O24,180.5414176
La6Gd2Ni8O24,0
La6Ho2Ni8O24,160.259816
La4Ho4Ni8O24,188.2579776
La6Nd2Ni8O24,129.9569515
La4Nd4Ni8O24,132.1897485
La6Sm2Ni8O24,138.8497773
La4Sm4Ni8O24,149.1366502
Sr2La6Ni8O24,142.999076
Sr4La4Ni8O24,170.0064975
La8Co1Ni7O24,114.9135106
La8Co2Ni6O24,99.59961672
La8Cr1Ni7O24,124.226708
La8Cr2Ni6O24,117.0480116
La8Fe1Ni7O24,117.6154564
La8Fe2Ni6O24,108.6702583
La8Mg1Ni7O24,0
La8Mg2Ni6O24,0
La8Mg4Ni4O24,0
La8Mn1Ni7O24,130.8877734
La8Mn2Ni6O24,131.4563924
La8Ni8O24,127.6104044
Ba2La6Sc8O24,12.36359492
Ba4La4Sc8O24,35.58611974
Ca2La6Sc8O24,18.23733208
Ca4La4Sc8O24,64.01994116
La6Dy2Sc8O24,0
La4Dy4Sc8O24,0
La6Gd2Sc8O24,28.99768934
La4Gd4Sc8O24,28.31365569
La6Ho2Sc8O24,0
La4Ho4Sc8O24,0.499407625
La6Nd2Sc8O24,0
La4Nd4Sc8O24,0
La6Sm2Sc8O24,0
La4Sm4Sc8O24,0
Sr2La6Sc8O24,0
Sr4La4Sc8O24,25.99844803
La8Sc7Co1O24,0
La8Sc6Co2O24,0
La8Sc4Co4O24,7.9243645
La8Sc7Cr1O24,0
La8Sc6Cr2O24,0
La8Sc4Cr4O24,2.05339821
La8Sc7Fe1O24,0
La8Sc6Fe2O24,0
La8Sc4Fe4O24,0
La8Mg1Sc7O24,0
La8Mg2Sc6O24,22.12513461
La8Mg4Sc4O24,66.54829622
La8Sc7Mn1O24,40.1318959
La8Sc6Mn2O24,51.1185688
La8Sc4Mn4O24,118.1221646
La8Sc7Ni1O24,0
La8Sc6Ni2O24,15.03108086
La8Sc4Ni4O24,43.19443872
La8Sc8O24,0
Ba2La6Ti8O24,333.1336511
Ba4La4Ti8O24,226.3410922
Ca2La6Ti8O24,324.3001979
Ca4La4Ti8O24,203.7696785
La6Dy2Ti8O24,471.6619228
La4Dy4Ti8O24,474.9856282
La6Gd2Ti8O24,451.3667472
La4Gd4Ti8O24,444.0840271
La6Ho2Ti8O24,473.8920529
La4Ho4Ti8O24,475.3791384
La6Nd2Ti8O24,458.7196182
La4Nd4Ti8O24,463.4705191
La6Sm2Ti8O24,458.9848904
La4Sm4Ti8O24,460.3873134
Sr2La6Ti8O24,321.6776421
Sr4La4Ti8O24,202.1920667
La8Ti7Co1O24,350.0610305
La8Ti6Co2O24,250.3813436
La8Ti4Co4O24,60.59521981
La8Ti7Cr1O24,404.5982981
La8Ti6Cr2O24,355.0543787
La8Ti4Cr4O24,230.73954
La8Ti7Fe1O24,374.0730132
La8Ti6Fe2O24,294.7463089
La8Ti4Fe4O24,132.3019003
La8Mg1Ti7O24,343.6473105
La8Mg2Ti6O24,236.2244036
La8Mg4Ti4O24,22.60683975
La8Ti7Mn1O24,399.982016
La8Ti6Mn2O24,347.6313146
La8Ti4Mn4O24,226.3296618
La8Ti7Ni1O24,353.1635336
La8Ti6Ni2O24,271.2750998
La8Ti4Ni4O24,62.39498225
La8Ti8O24,453.9294674
Ba2La6V8O24,437.4760198
Ba4La4V8O24,412.6960851
Ca2La6V8O24,405.8635239
Ca4La4V8O24,333.0088435
La6Dy2V8O24,469.3096184
La4Dy4V8O24,460.1412824
La6Gd2V8O24,45.08831961
La4Gd4V8O24,29.13768486
La6Ho2V8O24,470.8352906
La4Ho4V8O24,459.5028769
La6Nd2V8O24,469.0175629
La6Sm2V8O24,469.3500019
La4Sm4V8O24,465.5527994
Sr2La6V8O24,407.2429095
Sr4La4V8O24,345.7051146
La8V7Co1O24,414.6330233
La8V6Co2O24,341.2823423
La8V4Co4O24,175.2299802
La8V7Cr1O24,420.0499429
La8V6Cr2O24,381.1021814
La8V4Cr4O24,280.0209084
La8V7Fe1O24,418.6218438
La8V6Fe2O24,367.9572333
La8V4Fe4O24,259.6250122
La8Mg1V7O24,0
La8Mg2V6O24,0
La8Mg4V4O24,0
La8Mn1V7O24,493.3614108
La8Mn2V6O24,414.9246173
La8Mn4V4O24,396.6870303
La8V7Ni1O24,402.6790419
La8V6Ni2O24,342.8708794
La8V4Ni4O24,178.1498044
Sr1La7Mg2Ga6O24,145.2751635
Ba4Ce4Mn8O24,194.3939617
Ba4Dy4Mn8O24,171.2490863
Ba4Er4Mn8O24,184.8127961
Ba4Gd4Mn8O24,147.7589913
Ba4Ho4Mn8O24,178.1875348
Ba4La4Mn8O24,214.3368776
Ba4Nd4Mn8O24,120.7216341
Ba4Pr4Mn8O24,78.06992564
Ba4Sm4Mn8O24,138.338522
Ba4Y4Mn8O24,159.8312208
Ba4Pr4Mn6Co2O24,109.7091251
Ba4Pr4Mn6Cu2O24,150.8148899
Ba4Pr4Mn6Fe2O24,97.90018157
Ba4Pr4Mn6Ni2O24,159.4055138
Ba4Sr4Fe2Co5Nb1O24,78.99313666
Ba4Sr4Fe2Co5Y1O24,106.963106
Ba4Sr4Fe2Co5Zr1O24,86.32526427
Ba4Sr4Nb1Fe7O24,7.537374764
Ba4Sr4Zn2Fe6O24,50.5871492
Ba8Fe3Co3Zr2O24,50.17057209
Ba8Fe3Co3Y1Zr1O24,63.34999998
Ba7Cd1Hf1Zr6Fe1O24,0
Ba6Cd2Hf1Zr6Fe1O24,0
Ba4Cd4Hf1Zr6Fe1O24,93.47036148
Ba7Sn1Hf1Zr6Fe1O24,0.066164273
Ba6Sn2Hf1Zr6Fe1O24,91.10075157
Ba4Sn4Hf1Zr6Fe1O24,282.7060258
Ba7Bi1Fe8O24,80.72882893
Ba6Bi2Fe8O24,109.83337
Ba4Bi4Fe8O24,203.997452
Ba7Cd1Fe8O24,101.692053
Ba6Cd2Fe8O24,146.1415681
Ba4Cd4Fe8O24,241.0590984
Ba7Sn1Fe8O24,159.7946315
Ba6Sn2Fe8O24,266.3889752
Ba4Sn4Fe8O24,484.750837
Ba7Bi1Zr7Fe1O24,0
Ba6Bi2Zr7Fe1O24,25.72581136
Ba4Bi4Zr7Fe1O24,212.456716
Ba7Cd1Zr7Fe1O24,17.56221385
Ba6Cd2Zr7Fe1O24,54.19662298
Ba4Cd4Zr7Fe1O24,146.4244412
Ba7Sn1Zr7Fe1O24,50.05724402
Ba6Sn2Zr7Fe1O24,140.0543313
Ba4Sn4Zr7Fe1O24,336.0780857
Bi4Sr4Fe8O24,89.937829
Bi1Ba3Sr4Fe2Co6O24,132.8552066
Bi2Ba2Sr4Fe2Co6O24,130.1604626
Bi4Sr4Fe2Co6O24,167.0083167
La2Sr6Cr2Fe6O24,105.7606244
Ba6La2Mn2Fe6O24,86.31749248
Ba6La2Mn2Zr1Fe5O24,81.12147974
Ba8Fe2Nb1Co5O24,135.8089245
Ba8Cr8O24,212.6784174
Ba8Ti8O24,19.951732
Ba8V8O24,196.1382159
Ca8Cr8O24,45.94609036
Ca8Ti8O24,12.5498895
Ca8V8O24,84.56698268
Sr8Cr8O24,116.7004029
Sr8Ti8O24,8.784916
Ba4Gd4Co8O24,137.8767257
Ba6La2Fe6Co2O24,20.9203982
La5Ca3Fe6Co2O24,2.386528213
La5Sr3Fe6Co2O24,61.42693616
La5Sr3Co6Fe2O24,14.18541395
La5Sr3Fe6Cu2O24,2.310281756
Ba6Bi1La1Fe8O24,84.48580745
Ba5Bi2La1Fe8O24,123.4978485
Ba3Bi4La1Fe8O24,190.2142315
Ba6Cd1La1Fe8O24,95.55421328
Ba5Cd2La1Fe8O24,142.9432284
Ba3Cd4La1Fe8O24,228.8470086
Ba6Sn1La1Fe8O24,139.0112918
Ba5Sn2La1Fe8O24,269.0346354
Ba3Sn4La1Fe8O24,324.245426
Ba3Bi1Pr4Co8O24,111.6462153
Ba2Bi2Pr4Co8O24,102.2426031
Bi4Pr4Co8O24,71.34362862
Ba3Cd1Pr4Ni8O24,238.7856214
Ba2Cd2Pr4Ni8O24,260.6889105
Cd4Pr4Ni8O24,274.1207752
Ba3Sn1Pr4Ni8O24,254.0675943
Ba2Sn2Pr4Ni8O24,275.0656795
Sn4Pr4Ni8O24,254.0721734
Sr8Fe2Co6O24,37.30113778
