epoch,loss,data,split
55,0.05583110451698303,data1,train
55,0.061392102390527725,data2,train
55,4.121490478515625,data3,train
56,0.055194199085235596,data1,train
56,0.20988067984580994,data2,train
56,4.02454948425293,data3,train
57,0.0897907093167305,data1,train
57,0.32061678171157837,data2,train
57,4.0104475021362305,data3,train
58,0.05812555178999901,data1,train
58,0.06745761632919312,data2,train
58,3.909569025039673,data3,train
59,0.051844727247953415,data1,train
59,0.09191868454217911,data2,train
59,3.810896396636963,data3,train
60,0.051362793892621994,data1,train
60,0.05363250523805618,data2,train
60,3.723994493484497,data3,train
61,0.07260966300964355,data1,train
61,0.08606726676225662,data2,train
61,3.615107536315918,data3,train
62,0.0657615140080452,data1,train
62,0.10854670405387878,data2,train
62,3.5349395275115967,data3,train
63,0.051694355905056,data1,train
63,0.07183494418859482,data2,train
63,3.4749507904052734,data3,train
64,0.06556954979896545,data1,train
64,0.1967129111289978,data2,train
64,3.4132702350616455,data3,train
65,0.05139390379190445,data1,train
65,0.36384305357933044,data2,train
65,3.3545982837677,data3,train
66,0.05243545398116112,data1,train
66,0.1681395322084427,data2,train
66,3.3074874877929688,data3,train
67,0.05189114436507225,data1,train
67,0.24287036061286926,data2,train
67,3.2467284202575684,data3,train
68,0.05268547683954239,data1,train
68,0.24816130101680756,data2,train
68,3.210599660873413,data3,train
69,0.08136448264122009,data1,train
69,0.33674097061157227,data2,train
69,3.1433730125427246,data3,train
70,0.056460652500391006,data1,train
70,0.13350807130336761,data2,train
70,3.112626075744629,data3,train
71,0.04839704930782318,data1,train
71,0.15762588381767273,data2,train
71,3.069146156311035,data3,train
72,0.06047285720705986,data1,train
72,0.2585027813911438,data2,train
72,3.0390825271606445,data3,train
73,0.05153610184788704,data1,train
73,0.08453262597322464,data2,train
73,2.993581771850586,data3,train
74,0.05214531347155571,data1,train
74,0.10603713989257812,data2,train
74,2.9468350410461426,data3,train
75,0.05080951005220413,data1,train
75,0.06625724583864212,data2,train
75,2.9112048149108887,data3,train
76,0.05654564127326012,data1,train
76,0.12305549532175064,data2,train
76,2.8736538887023926,data3,train
77,0.04707612469792366,data1,train
77,0.06012061610817909,data2,train
77,2.8495864868164062,data3,train
78,0.054385870695114136,data1,train
78,0.07348568737506866,data2,train
78,2.8156933784484863,data3,train
79,0.07142619043588638,data1,train
79,0.09645590931177139,data2,train
79,2.7974188327789307,data3,train
80,0.04950511083006859,data1,train
80,0.047100845724344254,data2,train
80,2.779799222946167,data3,train
81,0.051623016595840454,data1,train
81,0.12126940488815308,data2,train
81,2.7643823623657227,data3,train
82,0.04677272215485573,data1,train
82,0.12590396404266357,data2,train
82,2.750049114227295,data3,train
83,0.05289379134774208,data1,train
83,0.3831346035003662,data2,train
83,2.732196092605591,data3,train
84,0.054607801139354706,data1,train
84,0.15535877645015717,data2,train
84,2.695479393005371,data3,train
85,0.05284024029970169,data1,train
85,0.3236472010612488,data2,train
85,2.710609197616577,data3,train
86,0.05573276802897453,data1,train
86,0.0554085411131382,data2,train
86,2.663121223449707,data3,train
87,0.05439743772149086,data1,train
87,0.09509740769863129,data2,train
87,2.666677951812744,data3,train
88,0.054502829909324646,data1,train
88,0.11933831125497818,data2,train
88,2.6368331909179688,data3,train
89,0.07636354863643646,data1,train
89,0.3502221405506134,data2,train
89,2.614331007003784,data3,train
90,0.07789620012044907,data1,train
90,0.2475801706314087,data2,train
90,2.596017360687256,data3,train
91,0.05159119889140129,data1,train
91,0.37930652499198914,data2,train
91,2.5762102603912354,data3,train
92,0.07211990654468536,data1,train
92,0.16424010694026947,data2,train
92,2.544118881225586,data3,train
93,0.057833895087242126,data1,train
93,0.21713171899318695,data2,train
93,2.5262584686279297,data3,train
94,0.04707418009638786,data1,train
94,0.25187209248542786,data2,train
94,2.537785291671753,data3,train
95,0.06442063301801682,data1,train
95,0.14821533858776093,data2,train
95,2.5145537853240967,data3,train
96,0.04852130264043808,data1,train
96,0.24950404465198517,data2,train
96,2.5033388137817383,data3,train
97,0.06227410212159157,data1,train
97,0.2633002698421478,data2,train
97,2.4984793663024902,data3,train
98,0.06626210361719131,data1,train
98,0.04033997282385826,data2,train
98,2.4823391437530518,data3,train
99,0.04911976680159569,data1,train
99,0.2397981435060501,data2,train
99,2.471956253051758,data3,train
100,0.04932926967740059,data1,train
100,0.30000999569892883,data2,train
100,2.477994680404663,data3,train
